id,nombreactivo,clavesitiodesembarque,nombresitiodesembarque,rnpaunidadeconomica,unidadeconomica,nombreestado,claveoficina,nombreoficina,tipoaviso,folioaviso,fechaaviso,origen,clavelugarcaptura,nombrelugarcaptura,numeroembarcaciones,mescorte,yearcorte,periodoinicio,periodofin,duracion,diasefectivos,tipozona,produccionacuacultural,numeropermiso,fechaexpedicion,fechavigencia,nombreprincipal,claveespecie,nombreespecie,pesodesembarcadokilogramos,pesovivokilogramos,preciopesos,valorpesos,litoral,origenpesca
1,RICARDO ASTORGA,26B,PUERTO PEÑASCO,2603007507,PESQUERA ASTORGA SA DE CV,SONORA,2607,PUERTO PEÑASCO,MAYORES,A0321739,07/01/2018,OFICINA,9999000,ALTAMAR,0,ENERO,2018,02/01/2018,06/01/2018,5,5,NA,NA,1.26E+11,16/02/2016,16/02/2021,OTRAS,4860928H,MERLUZA DESC. Y DESV. FCA.,1000,1100,6,6000,PACIFICO,NA
1,FELIPE ANGELES,26B,PUERTO PEÑASCO,2607004070,PESQUERA RODOLFO DEL MAR SA DE CV,SONORA,2607,PUERTO PEÑASCO,MAYORES,AE000008728,09/01/2018,EN LINEA,9999000,ALTAMAR,0,ENERO,2018,01/01/2018,08/01/2018,8,7,NA,NA,1.26E+11,30/10/2017,30/10/2021,OTRAS,4860928H,MERLUZA DESC. Y DESV. FCA.,1003,1103.3,15,15045,PACIFICO,NA
1,MISTER II,26B,PUERTO PEÑASCO,2607002082,SOCIEDAD COOPERATIVA DE PRODUCCION PESQUERA ESCAMEROS Y CAMARONEROS DE PEÑASCO SCL,SONORA,2607,PUERTO PEÑASCO,MAYORES,A0321760,08/01/2018,OFICINA,9999000,ALTAMAR,0,ENERO,2018,03/01/2018,07/01/2018,5,5,NA,NA,1.26E+11,02/08/2016,02/08/2021,OTRAS,4860928H,MERLUZA DESC. Y DESV. FCA.,250,275,15,3750,PACIFICO,NA
1,M. LUZITA,26B,PUERTO PEÑASCO,2607603780,PESQUERA GILMASA SA DE CV,SONORA,2607,PUERTO PEÑASCO,MAYORES,AE000008735,09/01/2018,EN LINEA,9999000,ALTAMAR,0,ENERO,2018,04/01/2018,09/01/2018,6,5,NA,NA,1.02E+12,04/12/2017,04/12/2021,OTRAS,4860928H,MERLUZA DESC. Y DESV. FCA.,2862,3148.2,15,42930,PACIFICO,NA
1,JUANITA ENRIQUEZ,26B,PUERTO PEÑASCO,2603007499,PESQUERA MERAZ S.A. DE C.V.,SONORA,2607,PUERTO PEÑASCO,MAYORES,AE000008756,11/01/2018,EN LINEA,9999000,ALTAMAR,0,ENERO,2018,03/01/2018,09/01/2018,7,7,NA,NA,1.26E+11,16/02/2016,16/02/2021,OTRAS,4860928H,MERLUZA DESC. Y DESV. FCA.,400,440,10,4000,PACIFICO,NA
1,FELIPE ANGELES,26B,PUERTO PEÑASCO,2607004070,PESQUERA RODOLFO DEL MAR SA DE CV,SONORA,2607,PUERTO PEÑASCO,MAYORES,AE000008784,15/01/2018,EN LINEA,9999000,ALTAMAR,0,ENERO,2018,12/01/2018,13/01/2018,2,2,NA,NA,ESCAMA MARINA,30/10/2017,30/10/2021,OTRAS,4860928H,MERLUZA DESC. Y DESV. FCA.,1765,1941.5,10,17650,PACIFICO,NA
1,CINTHYA SUGEY,26B,PUERTO PEÑASCO,2607603012,BEAN AB SC DE RL DE CV,SONORA,2607,PUERTO PEÑASCO,MAYORES,A0321853,15/01/2018,OFICINA,9999000,ALTAMAR,0,ENERO,2018,08/01/2018,14/01/2018,7,6,NA,NA,1.26E+11,27/11/2015,27/11/2020,OTRAS,4860928H,MERLUZA DESC. Y DESV. FCA.,15000,16500,12,180000,PACIFICO,NA
1,ROMERICK,26B,PUERTO PEÑASCO,2607004088,PESQUERA LUNA HERMANOS SA DE CV,SONORA,2607,PUERTO PEÑASCO,MAYORES,AE000008797,15/01/2018,EN LINEA,9999000,ALTAMAR,0,ENERO,2018,02/01/2018,15/01/2018,14,14,NA,NA,12607012585,22/08/2014,22/08/2019,OTRAS,4860928H,MERLUZA DESC. Y DESV. FCA.,3000,3300,10,30000,PACIFICO,NA
1,ULISES,26B,PUERTO PEÑASCO,2607603012,BEAN AB SC DE RL DE CV,SONORA,2607,PUERTO PEÑASCO,MAYORES,A0321852,14/01/2018,OFICINA,9999000,ALTAMAR,0,ENERO,2018,09/01/2018,13/01/2018,5,4,NA,NA,1.26E+11,23/03/2016,23/03/2020,OTRAS,4860928H,MERLUZA DESC. Y DESV. FCA.,18000,19800,12,216000,PACIFICO,NA
1,PUNTA BAJA IV,26B,PUERTO PEÑASCO,2604007860,PESQUERA MARTINEZ LARA SA DE CV,SONORA,2607,PUERTO PEÑASCO,MAYORES,A0321849,13/01/2018,OFICINA,9999000,ALTAMAR,0,ENERO,2018,07/01/2018,12/01/2018,6,3,NA,NA,1.26E+11,15/02/2016,15/02/2020,OTRAS,4860928H,MERLUZA DESC. Y DESV. FCA.,3000,3300,12,36000,PACIFICO,NA
1,MISTER II,26B,PUERTO PEÑASCO,2607002082,SOCIEDAD COOPERATIVA DE PRODUCCION PESQUERA ESCAMEROS Y CAMARONEROS DE PEÑASCO SCL,SONORA,2607,PUERTO PEÑASCO,MAYORES,A0321761,16/01/2018,OFICINA,9999000,ALTAMAR,0,ENERO,2018,11/01/2018,15/01/2018,5,5,NA,NA,1.26E+11,02/08/2016,02/08/2021,OTRAS,4860928H,MERLUZA DESC. Y DESV. FCA.,200,220,15,3000,PACIFICO,NA
1,ROMERICK,26B,PUERTO PEÑASCO,2607004088,PESQUERA LUNA HERMANOS SA DE CV,SONORA,2607,PUERTO PEÑASCO,MAYORES,A0321871,15/01/2018,OFICINA,9999000,ALTAMAR,0,ENERO,2018,02/01/2018,15/01/2018,14,14,NA,NA,1.26E+11,24/02/2016,24/02/2020,OTRAS,4860928H,MERLUZA DESC. Y DESV. FCA.,500,550,10,5000,PACIFICO,NA
1,DOÑA RAFAELA C.O.,26B,PUERTO PEÑASCO,2607603012,BEAN AB SC DE RL DE CV,SONORA,2607,PUERTO PEÑASCO,MAYORES,A0321855,17/01/2018,OFICINA,9999000,ALTAMAR,0,ENERO,2018,07/01/2018,16/01/2018,10,10,NA,NA,1.26E+11,12/02/2015,12/02/2019,OTRAS,4860928H,MERLUZA DESC. Y DESV. FCA.,9000,9900,12,108000,PACIFICO,NA
1,MARIA ELENA,26B,PUERTO PEÑASCO,2607603012,BEAN AB SC DE RL DE CV,SONORA,2607,PUERTO PEÑASCO,MAYORES,A0321854,17/01/2018,OFICINA,9999000,ALTAMAR,0,ENERO,2018,10/01/2018,16/01/2018,7,5,NA,NA,1.26E+11,10/12/2015,10/12/2020,OTRAS,4860928H,MERLUZA DESC. Y DESV. FCA.,16000,17600,12,192000,PACIFICO,NA
1,CARRANZA I,26B,PUERTO PEÑASCO,2607003304,DALIA EUGENIA MENDEZ MARCIAL,SONORA,2607,PUERTO PEÑASCO,MAYORES,A0321875,17/01/2018,OFICINA,9999000,ALTAMAR,0,FEBRERO,2018,05/01/2018,16/01/2018,12,7,NA,NA,1.26E+11,18/08/2016,18/08/2021,OTRAS,4860928H,MERLUZA DESC. Y DESV. FCA.,2600,2860,12,31200,PACIFICO,NA
1,MACAPULE III,26B,PUERTO PEÑASCO,2603007507,PESQUERA ASTORGA SA DE CV,SONORA,2607,PUERTO PEÑASCO,MAYORES,A0321820,17/01/2018,OFICINA,9999000,ALTAMAR,0,ENERO,2018,03/01/2018,16/01/2018,14,9,NA,NA,1.26E+11,06/12/2016,06/12/2021,OTRAS,4860928H,MERLUZA DESC. Y DESV. FCA.,2730,3003,6,16380,PACIFICO,NA
1,RICARDO ASTORGA,26B,PUERTO PEÑASCO,2603007507,PESQUERA ASTORGA SA DE CV,SONORA,2607,PUERTO PEÑASCO,MAYORES,A0321821,18/01/2018,OFICINA,9999000,ALTAMAR,0,ENERO,2018,11/01/2018,16/01/2018,6,6,NA,NA,1.26E+11,16/02/2016,16/02/2021,OTRAS,4860928H,MERLUZA DESC. Y DESV. FCA.,500,550,6,3000,PACIFICO,NA
1,GEOMAR IV,26C,GUAYMAS,2604011409,GEOMAR PESQUERA SA DE CV,SONORA,2604,GUAYMAS,MAYORES,AE000008902,19/01/2018,EN LINEA,9999000,ALTAMAR,0,ENERO,2018,08/01/2018,18/01/2018,11,11,NA,NA,1.26E+11,10/03/2015,10/03/2019,OTRAS,4861621H,MERLUZA DESV. FCA.,350,385,15,5250,PACIFICO,NA
1,GEOMAR V (PAVITO III),26C,GUAYMAS,2604011409,GEOMAR PESQUERA SA DE CV,SONORA,2604,GUAYMAS,MAYORES,AE000008903,19/01/2018,EN LINEA,9999000,ALTAMAR,0,ENERO,2018,08/01/2018,18/01/2018,11,11,NA,NA,1.26E+11,12/06/2014,12/06/2018,OTRAS,4861621H,MERLUZA DESV. FCA.,205,225.5,15,3075,PACIFICO,NA
1,EL PONCHO,26B,PUERTO PEÑASCO,2604011458,PESQUERA HIPON SA DE CV,SONORA,2607,PUERTO PEÑASCO,MAYORES,A0321878,19/01/2018,OFICINA,9999000,ALTAMAR,0,ENERO,2018,09/01/2018,19/01/2018,11,8,NA,NA,1.26E+11,12/04/2017,12/04/2021,OTRAS,4860928H,MERLUZA DESC. Y DESV. FCA.,15500,17050,15,232500,PACIFICO,NA
1,M. LUZITA,26B,PUERTO PEÑASCO,2607603780,PESQUERA GILMASA SA DE CV,SONORA,2607,PUERTO PEÑASCO,MAYORES,AE000008936,22/01/2018,EN LINEA,9999000,ALTAMAR,0,ENERO,2018,13/01/2018,20/01/2018,8,6,NA,NA,1.02E+12,04/12/2017,04/12/2021,OTRAS,4860928H,MERLUZA DESC. Y DESV. FCA.,1955,2150.5,15,29325,PACIFICO,NA
1,MONGOL,02D,SAN FELIPE,207000092,SCPP BAHIA DE LOS ANGELES SCL,BAJA CALIFORNIA,207,SAN FELIPE,MAYORES,AE000008961,23/01/2018,EN LINEA,9999000,ALTAMAR,0,ENERO,2018,13/01/2018,23/01/2018,11,9,NA,NA,1.02E+12,01/06/2014,30/05/2018,OTRAS,4860928H,MERLUZA DESC. Y DESV. FCA.,11000,12100,12,132000,PACIFICO,NA
1,FELIPE ANGELES,26B,PUERTO PEÑASCO,2607004070,PESQUERA RODOLFO DEL MAR SA DE CV,SONORA,2607,PUERTO PEÑASCO,MAYORES,AE000008975,23/01/2018,EN LINEA,9999000,ALTAMAR,0,ENERO,2018,16/01/2018,23/01/2018,8,6,NA,NA,1.26E+11,30/10/2017,30/10/2021,OTRAS,4860928H,MERLUZA DESC. Y DESV. FCA.,10000,11000,15,150000,PACIFICO,NA
1,VICTOR MANUEL CALZA SAAVEDRA,26B,PUERTO PEÑASCO,2603007499,PESQUERA MERAZ S.A. DE C.V.,SONORA,2607,PUERTO PEÑASCO,MAYORES,AE000008991,24/01/2018,EN LINEA,9999000,ALTAMAR,0,ENERO,2018,14/01/2018,22/01/2018,9,9,NA,NA,1.26E+11,27/07/2017,27/07/2021,OTRAS,4860928H,MERLUZA DESC. Y DESV. FCA.,11400,12540,10,114000,PACIFICO,NA
1,NINO,26B,PUERTO PEÑASCO,2603007499,PESQUERA MERAZ S.A. DE C.V.,SONORA,2607,PUERTO PEÑASCO,MAYORES,AE000008994,24/01/2018,EN LINEA,9999000,ALTAMAR,0,ENERO,2018,14/01/2018,22/01/2018,9,9,NA,NA,1.06E+11,12/08/2016,11/08/2020,OTRAS,4860928H,MERLUZA DESC. Y DESV. FCA.,12600,13860,10,126000,PACIFICO,NA
1,PADRE ALFONSO,26B,PUERTO PEÑASCO,2607004302,PESQUERA PUNTA DEL GAVILAN SA DE CV,SONORA,2607,PUERTO PEÑASCO,MAYORES,AE000009015,25/01/2018,EN LINEA,9999000,ALTAMAR,0,ENERO,2018,18/01/2018,25/01/2018,8,8,NA,NA,1.26E+11,12/06/2014,12/06/2018,OTRAS,4860928H,MERLUZA DESC. Y DESV. FCA.,7000,7700,10,70000,PACIFICO,NA
1,TARTARO,02D,SAN FELIPE,207000092,SCPP BAHIA DE LOS ANGELES SCL,BAJA CALIFORNIA,207,SAN FELIPE,MAYORES,AE000009130,27/01/2018,EN LINEA,9999000,ALTAMAR,0,ENERO,2018,13/01/2018,27/01/2018,15,12,NA,NA,1.02E+12,01/06/2014,30/05/2018,OTRAS,4860928H,MERLUZA DESC. Y DESV. FCA.,10500,11550,12,126000,PACIFICO,NA
1,LORENZA,02D,SAN FELIPE,2505004164,PESQUERA SANTA PAULA SA DE CV,BAJA CALIFORNIA,207,SAN FELIPE,MAYORES,AE000009133,27/01/2018,EN LINEA,9999000,ALTAMAR,0,ENERO,2018,21/01/2018,27/01/2018,7,7,NA,NA,1.26E+11,10/03/2016,10/03/2018,OTRAS,4860928H,MERLUZA DESC. Y DESV. FCA.,1300,1430,15,19500,PACIFICO,NA
1,NARCISO,02D,SAN FELIPE,2505004164,PESQUERA SANTA PAULA SA DE CV,BAJA CALIFORNIA,207,SAN FELIPE,MAYORES,AE000009134,27/01/2018,EN LINEA,9999000,ALTAMAR,0,ENERO,2018,19/01/2018,27/01/2018,9,9,NA,NA,1.25E+11,26/01/2016,26/01/2021,OTRAS,4860928H,MERLUZA DESC. Y DESV. FCA.,7000,7700,15,105000,PACIFICO,NA
1,ISABEL,02D,SAN FELIPE,2505002846,PESQUERA SAN SEBASTIAN SA DE CV,BAJA CALIFORNIA,207,SAN FELIPE,MAYORES,AE000009135,27/01/2018,EN LINEA,9999000,ALTAMAR,0,ENERO,2018,18/01/2018,25/01/2018,8,8,NA,NA,1.02E+12,19/05/2015,19/05/2020,OTRAS,4860928H,MERLUZA DESC. Y DESV. FCA.,5000,5500,15,75000,PACIFICO,NA
1,JUANITA ENRIQUEZ,26B,PUERTO PEÑASCO,2603007499,PESQUERA MERAZ S.A. DE C.V.,SONORA,2607,PUERTO PEÑASCO,MAYORES,AE000009139,28/01/2018,EN LINEA,9999000,ALTAMAR,0,ENERO,2018,22/01/2018,27/01/2018,6,6,NA,NA,1.26E+11,16/02/2016,16/02/2021,OTRAS,4860928H,MERLUZA DESC. Y DESV. FCA.,11400,12540,10,114000,PACIFICO,NA
1,GETSEMANI (VIVIANA),26B,PUERTO PEÑASCO,2607003890,JOSE ALFREDO MUNGUIA FERNANDEZ,SONORA,2607,PUERTO PEÑASCO,MAYORES,AE000009145,29/01/2018,EN LINEA,9999000,ALTAMAR,0,ENERO,2018,19/01/2018,29/01/2018,11,8,NA,NA,1.26E+11,02/06/2014,02/06/2018,OTRAS,4860928H,MERLUZA DESC. Y DESV. FCA.,5870,6457,10,58700,PACIFICO,NA
1,PADRE ALFONSO,26B,PUERTO PEÑASCO,2607004302,PESQUERA PUNTA DEL GAVILAN SA DE CV,SONORA,2607,PUERTO PEÑASCO,MAYORES,AE000009173,29/01/2018,EN LINEA,9999000,ALTAMAR,0,ENERO,2018,25/01/2018,29/01/2018,5,5,NA,NA,1.26E+11,12/06/2014,12/06/2018,OTRAS,4860928H,MERLUZA DESC. Y DESV. FCA.,10000,11000,10,100000,PACIFICO,NA
1,M. LUZITA,26B,PUERTO PEÑASCO,2607603780,PESQUERA GILMASA SA DE CV,SONORA,2607,PUERTO PEÑASCO,MAYORES,AE000009177,29/01/2018,EN LINEA,9999000,ALTAMAR,0,ENERO,2018,15/01/2018,27/01/2018,13,10,NA,NA,1.02E+12,04/12/2017,04/12/2021,OTRAS,4860928H,MERLUZA DESC. Y DESV. FCA.,3412,3753.2,10,34120,PACIFICO,NA
1,GETSEMANI (VIVIANA),26B,PUERTO PEÑASCO,2607003890,JOSE ALFREDO MUNGUIA FERNANDEZ,SONORA,2607,PUERTO PEÑASCO,MAYORES,AE000009448,03/02/2018,EN LINEA,9999000,ALTAMAR,0,FEBRERO,2018,29/01/2018,03/02/2018,6,6,NA,NA,12607012396,06/07/2016,15/04/2021,OTRAS,4860928H,MERLUZA DESC. Y DESV. FCA.,20000,22000,10,200000,PACIFICO,NA
1,JIM JIM III,26B,PUERTO PEÑASCO,2607002660,FRANCISCO JAIME SOTO GONZALEZ,SONORA,2607,PUERTO PEÑASCO,MAYORES,AE000009450,03/02/2018,EN LINEA,9999000,ALTAMAR,0,FEBRERO,2018,31/01/2018,03/02/2018,4,4,NA,NA,1.26E+11,10/03/2015,10/03/2019,OTRAS,4860928H,MERLUZA DESC. Y DESV. FCA.,16000,17600,10,160000,PACIFICO,NA
1,MONGOL,02D,SAN FELIPE,207000092,SCPP BAHIA DE LOS ANGELES SCL,BAJA CALIFORNIA,207,SAN FELIPE,MAYORES,AE000009457,03/02/2018,EN LINEA,9999000,ALTAMAR,0,FEBRERO,2018,28/01/2018,03/02/2018,7,5,NA,NA,1.02E+12,01/06/2014,30/05/2018,OTRAS,4860928H,MERLUZA DESC. Y DESV. FCA.,10500,11550,12,126000,PACIFICO,NA
1,FULGENCIO,02D,SAN FELIPE,2505004164,PESQUERA SANTA PAULA SA DE CV,BAJA CALIFORNIA,206,MEXICALI,MAYORES,AE000009460,04/02/2018,EN LINEA,9999000,ALTAMAR,0,FEBRERO,2018,30/01/2018,03/02/2018,5,5,NA,NA,126070993124-1,07/12/2016,07/12/2018,OTRAS,4861423H,MERLUZA ENT. FCA.,22000,22000,17,374000,PACIFICO,NA
1,EUSTASIO MERAZ,26B,PUERTO PEÑASCO,2603007499,PESQUERA MERAZ S.A. DE C.V.,SONORA,2607,PUERTO PEÑASCO,MAYORES,AE000009480,05/02/2018,EN LINEA,9999000,ALTAMAR,0,FEBRERO,2018,26/01/2018,03/02/2018,9,9,NA,NA,1.20E+11,05/12/2016,06/09/2018,OTRAS,4860928H,MERLUZA DESC. Y DESV. FCA.,36300,39930,10,363000,PACIFICO,NA
1,MARCO ANTONIO,02D,SAN FELIPE,2505002721,JOSE ENRRIQUE ANGULO GUTIERREZ,BAJA CALIFORNIA,206,MEXICALI,MAYORES,AE000009489,05/02/2018,EN LINEA,9999000,ALTAMAR,0,FEBRERO,2018,21/01/2018,05/02/2018,16,16,NA,NA,103038993-2,24/10/2017,24/02/2022,OTRAS,4861423H,MERLUZA ENT. FCA.,23000,23000,17,391000,PACIFICO,NA
1,NARCISO,02D,SAN FELIPE,2505004164,PESQUERA SANTA PAULA SA DE CV,BAJA CALIFORNIA,206,MEXICALI,MAYORES,AE000009490,05/02/2018,EN LINEA,9999000,ALTAMAR,0,FEBRERO,2018,21/01/2018,05/02/2018,16,16,NA,NA,1.25E+11,26/01/2016,26/01/2021,OTRAS,4861423H,MERLUZA ENT. FCA.,23000,23000,17,391000,PACIFICO,NA
1,CLAUDIA,02D,SAN FELIPE,2505002721,JOSE ENRRIQUE ANGULO GUTIERREZ,BAJA CALIFORNIA,206,MEXICALI,MAYORES,AE000009517,06/02/2018,EN LINEA,9999000,ALTAMAR,0,FEBRERO,2018,21/01/2018,06/02/2018,17,17,NA,NA,1180289937,24/10/2017,24/10/2022,OTRAS,4861423H,MERLUZA ENT. FCA.,20000,20000,17,340000,PACIFICO,NA
1,JUANITA ENRIQUEZ,26B,PUERTO PEÑASCO,2603007499,PESQUERA MERAZ S.A. DE C.V.,SONORA,2607,PUERTO PEÑASCO,MAYORES,AE000009538,07/02/2018,EN LINEA,9999000,ALTAMAR,0,FEBRERO,2018,01/02/2018,06/02/2018,6,6,NA,NA,1.26E+11,16/02/2016,16/02/2021,OTRAS,4860928H,MERLUZA DESC. Y DESV. FCA.,21100,23210,10,211000,PACIFICO,NA
1,NINO,26B,PUERTO PEÑASCO,2603007499,PESQUERA MERAZ S.A. DE C.V.,SONORA,2607,PUERTO PEÑASCO,MAYORES,AE000009539,07/02/2018,EN LINEA,9999000,ALTAMAR,0,FEBRERO,2018,02/02/2018,06/02/2018,5,5,NA,NA,1.06E+11,12/08/2016,11/08/2020,OTRAS,4860928H,MERLUZA DESC. Y DESV. FCA.,26000,28600,10,260000,PACIFICO,NA
1,TRANQUILO,26B,PUERTO PEÑASCO,2607003890,JOSE ALFREDO MUNGUIA FERNANDEZ,SONORA,2607,PUERTO PEÑASCO,MAYORES,AE000009543,07/02/2018,EN LINEA,9999000,ALTAMAR,0,FEBRERO,2018,26/01/2018,06/02/2018,12,8,NA,NA,1.26E+11,14/02/2014,13/02/2018,OTRAS,4860928H,MERLUZA DESC. Y DESV. FCA.,10280,11308,12,123360,PACIFICO,NA
1,SAN FELIPE,02D,SAN FELIPE,207001926,SCPP EN GENERAL GENERAL ALBERTO OVIEDO MOTA SC DE RL,BAJA CALIFORNIA,207,SAN FELIPE,MAYORES,AE000009546,07/02/2018,EN LINEA,9999000,ALTAMAR,0,FEBRERO,2018,31/01/2018,07/02/2018,8,6,NA,NA,1.02E+12,14/07/2014,13/07/2018,OTRAS,4860928H,MERLUZA DESC. Y DESV. FCA.,16500,18150,16,264000,PACIFICO,NA
1,PAPA NENE,26B,PUERTO PEÑASCO,2607003700,ORFESA DEL MAR DE CORTEZ SA DE CV,SONORA,2607,PUERTO PEÑASCO,MAYORES,AE000009556,07/02/2018,EN LINEA,9999000,ALTAMAR,0,FEBRERO,2018,31/01/2018,07/02/2018,8,7,NA,NA,1.26E+11,30/06/2016,30/06/2021,OTRAS,4860928H,MERLUZA DESC. Y DESV. FCA.,8200,9020,10,82000,PACIFICO,NA
1,NARCISO,02B,ENSENADA,2505004164,PESQUERA SANTA PAULA SA DE CV,BAJA CALIFORNIA,206,MEXICALI,MAYORES,AE000009559,07/02/2018,EN LINEA,9999000,ALTAMAR,0,FEBRERO,2018,31/01/2018,07/02/2018,8,8,NA,NA,1.25E+11,26/01/2016,26/01/2021,OTRAS,4861423H,MERLUZA ENT. FCA.,22000,22000,18,396000,PACIFICO,NA
1,TARTARO,02D,SAN FELIPE,207000092,SCPP BAHIA DE LOS ANGELES SCL,BAJA CALIFORNIA,207,SAN FELIPE,MAYORES,AE000009565,08/02/2018,EN LINEA,9999000,ALTAMAR,0,FEBRERO,2018,01/02/2018,08/02/2018,8,6,NA,NA,1.02E+12,01/06/2014,30/05/2018,OTRAS,4860928H,MERLUZA DESC. Y DESV. FCA.,19000,20900,10,190000,PACIFICO,NA
1,TIGRE,02D,SAN FELIPE,207001926,SCPP EN GENERAL GENERAL ALBERTO OVIEDO MOTA SC DE RL,BAJA CALIFORNIA,207,SAN FELIPE,MAYORES,AE000009573,08/02/2018,EN LINEA,9999000,ALTAMAR,0,FEBRERO,2018,01/02/2018,08/02/2018,8,6,NA,NA,1.02E+12,26/05/2014,25/05/2018,OTRAS,4860928H,MERLUZA DESC. Y DESV. FCA.,18000,19800,16,288000,PACIFICO,NA
1,BORRASCOSA II,26B,PUERTO PEÑASCO,2607603772,MATEO LOPEZ LEON,SONORA,2607,PUERTO PEÑASCO,MAYORES,AE000009576,08/02/2018,EN LINEA,9999000,ALTAMAR,0,FEBRERO,2018,01/02/2018,07/02/2018,7,7,NA,NA,1.26E+11,01/10/2015,01/10/2019,OTRAS,4860928H,MERLUZA DESC. Y DESV. FCA.,14000,15400,10,140000,PACIFICO,NA
1,ROMERICK,26B,PUERTO PEÑASCO,2607004088,PESQUERA LUNA HERMANOS SA DE CV,SONORA,2607,PUERTO PEÑASCO,MAYORES,AE000009577,08/02/2018,EN LINEA,9999000,ALTAMAR,0,FEBRERO,2018,03/02/2018,08/02/2018,6,4,NA,NA,1.26E+11,24/02/2016,24/02/2020,OTRAS,4860928H,MERLUZA DESC. Y DESV. FCA.,18000,19800,10,180000,PACIFICO,NA
1,VICTOR MANUEL CALZA SAAVEDRA,26B,PUERTO PEÑASCO,2603007499,PESQUERA MERAZ S.A. DE C.V.,SONORA,2607,PUERTO PEÑASCO,MAYORES,AE000009578,08/02/2018,EN LINEA,9999000,ALTAMAR,0,FEBRERO,2018,02/02/2018,07/02/2018,6,6,NA,NA,1.26E+11,27/07/2017,27/07/2021,OTRAS,4860928H,MERLUZA DESC. Y DESV. FCA.,20150,22165,10,201500,PACIFICO,NA
1,ANGULO III (NUEVO MILENIO II ),02D,SAN FELIPE,2505002721,JOSE ENRRIQUE ANGULO GUTIERREZ,BAJA CALIFORNIA,206,MEXICALI,MAYORES,AE000009579,08/02/2018,EN LINEA,9999000,ALTAMAR,0,FEBRERO,2018,21/01/2018,08/02/2018,19,19,NA,NA,1.26E+11,17/03/2016,17/03/2018,OTRAS,4861423H,MERLUZA ENT. FCA.,18000,18000,18,324000,PACIFICO,NA
1,LORENZA,02D,SAN FELIPE,2505004164,PESQUERA SANTA PAULA SA DE CV,BAJA CALIFORNIA,206,MEXICALI,MAYORES,AE000009580,08/02/2018,EN LINEA,9999000,ALTAMAR,0,FEBRERO,2018,31/01/2018,08/02/2018,9,9,NA,NA,1.26E+11,10/03/2016,10/03/2018,OTRAS,4861423H,MERLUZA ENT. FCA.,13000,13000,18,234000,PACIFICO,NA
1,M. LUZITA,26B,PUERTO PEÑASCO,2607603780,PESQUERA GILMASA SA DE CV,SONORA,2607,PUERTO PEÑASCO,MAYORES,AE000009595,09/02/2018,EN LINEA,9999000,ALTAMAR,0,FEBRERO,2018,03/02/2018,09/02/2018,7,6,NA,NA,1.02E+12,04/12/2017,04/12/2021,OTRAS,4860928H,MERLUZA DESC. Y DESV. FCA.,6560,7216,10,65600,PACIFICO,NA
1,INSURGENTE MORELOS,02D,SAN FELIPE,207001926,SCPP EN GENERAL GENERAL ALBERTO OVIEDO MOTA SC DE RL,BAJA CALIFORNIA,207,SAN FELIPE,MAYORES,AE000009614,10/02/2018,EN LINEA,9999000,ALTAMAR,0,FEBRERO,2018,31/01/2018,10/02/2018,11,9,NA,NA,1.02E+12,13/05/2014,12/05/2018,OTRAS,4860928H,MERLUZA DESC. Y DESV. FCA.,12500,13750,16,200000,PACIFICO,NA
1,GETSEMANI (VIVIANA),26B,PUERTO PEÑASCO,2607003890,JOSE ALFREDO MUNGUIA FERNANDEZ,SONORA,2607,PUERTO PEÑASCO,MAYORES,AE000009627,12/02/2018,EN LINEA,9999000,ALTAMAR,0,FEBRERO,2018,03/02/2018,12/02/2018,10,8,NA,NA,1.26E+11,02/06/2014,02/06/2018,OTRAS,4860928H,MERLUZA DESC. Y DESV. FCA.,10200,11220,10,102000,PACIFICO,NA
1,FULGENCIO,31E,SAN FELIPE,2505004164,PESQUERA SANTA PAULA SA DE CV,BAJA CALIFORNIA,206,MEXICALI,MAYORES,AE000009652,13/02/2018,EN LINEA,9999000,ALTAMAR,0,FEBRERO,2018,04/02/2018,13/02/2018,10,10,NA,NA,1.26E+12,07/12/2016,07/12/2018,OTRAS,4861423H,MERLUZA ENT. FCA.,10500,10500,18,189000,PACIFICO,NA
1,CINTHYA SUGEY,26B,PUERTO PEÑASCO,2607603012,BEAN AB SC DE RL DE CV,SONORA,2607,PUERTO PEÑASCO,MAYORES,A0321858,22/01/2018,OFICINA,9999000,ALTAMAR,0,ENERO,2018,16/01/2018,19/01/2018,4,4,NA,NA,1.26E+11,27/11/2015,27/11/2020,OTRAS,4860928H,MERLUZA DESC. Y DESV. FCA.,7000,7700,13,91000,PACIFICO,NA
1,ALLISON ELENITA (PROGRESISTA),26B,PUERTO PEÑASCO,2607603012,BEAN AB SC DE RL DE CV,SONORA,2607,PUERTO PEÑASCO,MAYORES,A0321859,22/01/2018,OFICINA,9999000,ALTAMAR,0,ENERO,2018,13/01/2018,19/01/2018,7,7,NA,NA,12604013764,25/09/2017,15/04/2020,OTRAS,4860928H,MERLUZA DESC. Y DESV. FCA.,5000,5500,12,60000,PACIFICO,NA
